country,ISO_Alpha_3,survey,year,age_min,age_max,prop_circumcised,ci_lower,ci_upper,num_uncircumcised,num_circumcised
Uganda,UGA,UG2006DHS,2006,25,29,0.251544616,0.199259854,0.312199647,260.589893,87.58035
Uganda,UGA,UG2006DHS,2006,30,34,0.245119676,0.18656638,0.314934862,268.263141,87.108608
Uganda,UGA,UG2006DHS,2006,35,39,0.301225902,0.241744835,0.36823484,216.372002,93.273136
Uganda,UGA,UG2006DHS,2006,40,44,0.224998264,0.168044498,0.294423702,162.288565,47.115566
Uganda,UGA,UG2006DHS,2006,45,49,0.239187509,0.163939405,0.335129772,123.572745,38.849332
Uganda,UGA,UG2006DHS,2006,50,54,0.229828843,0.156016805,0.32510982,90.731304,27.075372
Uganda,UGA,UG2011DHS,2011,15,19,0.273178623,0.222912537,0.329966558,402.489923,151.277393
Uganda,UGA,UG2011AIS,2011,15,19,0.23400038,0.205703432,0.264891763,1587.402147,484.925444
Uganda,UGA,UG2011DHS,2011,20,24,0.298421891,0.24288795,0.360605519,222.96157,94.838497
Uganda,UGA,UG2011AIS,2011,20,24,0.306872003,0.270957156,0.345292631,974.864375,431.60655
Uganda,UGA,UG2011DHS,2011,25,29,0.276501497,0.222602206,0.33778098,261.516598,99.944548
Uganda,UGA,UG2011AIS,2011,25,29,0.297423799,0.264212935,0.332920343,951.566352,402.829585
Uganda,UGA,UG2011DHS,2011,30,34,0.311799658,0.254929787,0.374971327,222.566594,100.837189
Uganda,UGA,UG2011AIS,2011,30,34,0.274333657,0.242341738,0.308827428,841.638683,318.17628
Uganda,UGA,UG2011DHS,2011,35,39,0.189453048,0.137389944,0.255403745,216.83149,50.68107
Uganda,UGA,UG2011AIS,2011,35,39,0.261866716,0.2309531,0.295329173,833.488435,295.695756
Uganda,UGA,UG2011DHS,2011,40,44,0.237469504,0.173383077,0.316183109,145.688205,45.370652
Uganda,UGA,UG2011AIS,2011,40,44,0.246761031,0.211082216,0.286282142,670.314318,219.594922
Uganda,UGA,UG2011DHS,2011,45,49,0.252436743,0.17324687,0.352395079,117.365294,39.631847
Uganda,UGA,UG2011AIS,2011,45,49,0.215537149,0.181836417,0.253548209,566.743543,155.717109
Uganda,UGA,UG2011DHS,2011,50,54,0.271970249,0.179344116,0.38971723,88.677385,33.127232
Uganda,UGA,UG2011AIS,2011,50,54,0.28910613,0.249737996,0.331934523,606.702803,246.733735
Uganda,UGA,UG2016DHS,2016,15,19,0.454684042,0.417961517,0.491906206,702.60217,585.829168
Uganda,UGA,UG2016DHS,2016,20,24,0.531896658,0.489105025,0.574224217,444.321216,504.873495
Uganda,UGA,UG2016DHS,2016,25,29,0.49170805,0.448364734,0.535176381,376.637277,364.348837
Uganda,UGA,UG2016DHS,2016,30,34,0.449196727,0.406749084,0.492397437,404.871577,330.185016
Uganda,UGA,UG2016DHS,2016,35,39,0.402931455,0.354740209,0.453072615,293.304948,197.93672
Uganda,UGA,UG2016DHS,2016,40,44,0.4105799,0.358110324,0.465166045,301.437334,209.97606
Uganda,UGA,UG2016DHS,2016,45,49,0.366830506,0.310092666,0.427516662,202.926595,117.566728
Uganda,UGA,UG2016DHS,2016,50,54,0.336570755,0.273638667,0.405888497,198.486619,100.696181
Uganda,UGA,UG2017PHIA,2017,15,19,0.469,,,1525.032,1346.968
Uganda,UGA,UG2017PHIA,2017,20,24,0.527,,,992.354,1105.646
Uganda,UGA,UG2017PHIA,2017,25,29,0.486,,,858.38,811.62
Uganda,UGA,UG2017PHIA,2017,30,34,0.469,,,741.807,655.193
Uganda,UGA,UG2017PHIA,2017,35,39,0.411,,,687.363,479.637
Uganda,UGA,UG2017PHIA,2017,40,44,0.388,,,586.908,372.092
Uganda,UGA,UG2017PHIA,2017,45,49,0.379,,,532.818,325.182
Uganda,UGA,UG2017PHIA,2017,50,54,0.336743926,,,1010.139,512.861
South Africa,ZAF,ZA2003DHS,2003,15,19,0.255,,,449.2,153.8
South Africa,ZAF,ZA2003DHS,2003,20,24,0.424,,,303.6,223.4
South Africa,ZAF,ZA2003DHS,2003,25,29,0.435,,,235,181
South Africa,ZAF,ZA2003DHS,2003,30,34,0.517,,,168.1,179.9
South Africa,ZAF,ZA2003DHS,2003,35,39,0.55,,,153,187
South Africa,ZAF,ZA2003DHS,2003,40,44,0.531,,,151.5,171.5
South Africa,ZAF,ZA2003DHS,2003,45,49,0.526,,,106.2,117.8
South Africa,ZAF,ZA2012HSRC,2012,15,19,0.333,0.293,0.375,1231.3,614.7
South Africa,ZAF,ZA2012HSRC,2012,20,24,0.469,0.428,0.511,870.8,769.2
South Africa,ZAF,ZA2012HSRC,2012,25,49,0.498,0.467,0.53,2522,2502
South Africa,ZAF,ZA2016DHS,2016,15,19,0.575,0.52,0.629,273.8,370.9
South Africa,ZAF,ZA2016DHS,2016,20,24,0.625,0.572,0.675,220.8,367.5
South Africa,ZAF,ZA2016DHS,2016,25,29,0.63,0.567,0.688,187,317.7
South Africa,ZAF,ZA2016DHS,2016,30,34,0.504,0.436,0.573,223,227
South Africa,ZAF,ZA2016DHS,2016,35,39,0.538,0.463,0.612,180.7,210.5
South Africa,ZAF,ZA2016DHS,2016,40,44,0.558,0.478,0.636,152.5,192.8
South Africa,ZAF,ZA2016DHS,2016,45,49,0.507,0.429,0.583,133.7,137.2
South Africa,ZAF,ZA2017HSRC,2017,15,24,0.702,0.668,0.734,423.8,998.2
South Africa,ZAF,ZA2017HSRC,2017,25,49,0.618,0.591,0.644,1505.1,2434.9
Zambia,ZMB,ZM2007DHS,2007,15,19,0.101014088,0.082125141,0.12366221,1272.892247,143.027879
Zambia,ZMB,ZM2007DHS,2007,20,24,0.132664956,0.112987608,0.155169723,921.588664,140.963426
Zambia,ZMB,ZM2007DHS,2007,25,29,0.121990674,0.097656164,0.151371766,857.76512,119.177943
Zambia,ZMB,ZM2007DHS,2007,30,34,0.128645957,0.106839658,0.154134913,831.267845,122.727665
Zambia,ZMB,ZM2007DHS,2007,35,39,0.158429663,0.130730057,0.190710738,602.454746,113.415003
Zambia,ZMB,ZM2007DHS,2007,40,44,0.14391989,0.110656429,0.185101265,406.917625,68.408947
Zambia,ZMB,ZM2007DHS,2007,45,49,0.143427795,0.108388661,0.187413204,332.296394,55.641006
Zambia,ZMB,ZM2007DHS,2007,50,54,0.140102991,0.10987372,0.176995406,433.993226,70.710502
Zambia,ZMB,ZM2013DHS,2013,15,19,0.227612487,0.208034882,0.248454494,2574.526258,758.679181
Zambia,ZMB,ZM2013DHS,2013,20,24,0.27584334,0.252526415,0.30044784,1689.064502,643.392818
Zambia,ZMB,ZM2013DHS,2013,25,29,0.226279274,0.202354015,0.252139134,1502.914393,439.536342
Zambia,ZMB,ZM2013DHS,2013,30,34,0.207495349,0.186040024,0.23072366,1526.053924,399.554868
Zambia,ZMB,ZM2013DHS,2013,35,39,0.195311108,0.173054754,0.219669466,1336.516786,324.394404
Zambia,ZMB,ZM2013DHS,2013,40,44,0.155698299,0.133966414,0.180221885,1168.723318,215.525126
Zambia,ZMB,ZM2013DHS,2013,45,49,0.199147878,0.169113869,0.23301993,776.518909,193.096938
Zambia,ZMB,ZM2013DHS,2013,50,54,0.177815791,0.151868162,0.207114117,992.390826,214.626792
Zambia,ZMB,ZM2016PHIA,2016,15,19,0.32,,,1364.08,641.92
Zambia,ZMB,ZM2016PHIA,2016,20,24,0.343,,,982.872,513.128
Zambia,ZMB,ZM2016PHIA,2016,25,29,0.318,,,824.538,384.462
Zambia,ZMB,ZM2016PHIA,2016,30,34,0.253,,,864.279,292.721
Zambia,ZMB,ZM2016PHIA,2016,35,39,0.245,,,721.78,234.22
Zambia,ZMB,ZM2016PHIA,2016,40,44,0.243,,,644.207,206.793
Zambia,ZMB,ZM2016PHIA,2016,45,49,0.226,,,487.62,142.38
Zambia,ZMB,ZM2018DHS,2018,15,19,0.35968195,0.330194545,0.390268346,1779.249539,999.446985
Zambia,ZMB,ZM2018DHS,2018,20,24,0.394646507,0.364560224,0.425552912,1229.077653,801.269355
Zambia,ZMB,ZM2018DHS,2018,25,29,0.31543131,0.287455183,0.344812592,1177.464735,542.544888
Zambia,ZMB,ZM2018DHS,2018,30,34,0.278760076,0.249739569,0.309760544,997.18365,385.41265
Zambia,ZMB,ZM2018DHS,2018,35,39,0.289507383,0.251398134,0.330840491,909.518218,370.605172
Zambia,ZMB,ZM2018DHS,2018,40,44,0.211440869,0.179052713,0.247918361,860.740491,230.79527
Zambia,ZMB,ZM2018DHS,2018,45,49,0.249521925,0.199951988,0.30667021,662.961792,220.424164
Zambia,ZMB,ZM2018DHS,2018,50,54,0.203333005,0.161346758,0.252949686,759.991117,193.972235
Zimbabwe,ZWE,ZW2005DHS,2005,15,19,0.078975526,0.06425936,0.096713545,1743.362623,149.488948
Zimbabwe,ZWE,ZW2005DHS,2005,20,24,0.106104611,0.086330961,0.129764072,1303.15541,154.683422
Zimbabwe,ZWE,ZW2005DHS,2005,25,29,0.125352251,0.102991233,0.15174689,943.661205,135.243081
Zimbabwe,ZWE,ZW2005DHS,2005,30,34,0.128685084,0.10408706,0.158070527,766.122918,113.149207
Zimbabwe,ZWE,ZW2005DHS,2005,35,39,0.088153488,0.066398667,0.116149285,603.003876,58.29588
Zimbabwe,ZWE,ZW2005DHS,2005,40,44,0.113268691,0.080560612,0.156989014,414.437293,52.939114
Zimbabwe,ZWE,ZW2005DHS,2005,45,49,0.103869235,0.076393484,0.139731906,364.657749,42.266958
Zimbabwe,ZWE,ZW2005DHS,2005,50,54,0.143710888,0.107899554,0.1888912,267.144523,44.83483
Zimbabwe,ZWE,ZW2010DHS,2010,15,19,0.053518779,0.04218845,0.067677028,1620.948616,91.656537
Zimbabwe,ZWE,ZW2010DHS,2010,20,24,0.081384654,0.065471146,0.100749128,1249.359663,110.686921
Zimbabwe,ZWE,ZW2010DHS,2010,25,29,0.106024894,0.089032169,0.125812937,1100.087513,130.469697
Zimbabwe,ZWE,ZW2010DHS,2010,30,34,0.102687541,0.082346653,0.127355618,867.49373,99.275115
Zimbabwe,ZWE,ZW2010DHS,2010,35,39,0.124275117,0.10172845,0.150979026,719.172992,102.05866
Zimbabwe,ZWE,ZW2010DHS,2010,40,44,0.101627322,0.078537892,0.130543169,527.459455,59.668212
Zimbabwe,ZWE,ZW2010DHS,2010,45,49,0.135590298,0.10338244,0.175864122,327.410365,51.357208
Zimbabwe,ZWE,ZW2010DHS,2010,50,54,0.108205216,0.080317033,0.14425799,329.166126,39.939112
Zimbabwe,ZWE,ZW2015DHS,2015,15,19,0.225995353,0.199171407,0.2552803,1645.594355,480.483777
Zimbabwe,ZWE,ZW2015DHS,2015,20,24,0.128026196,0.109066536,0.149727827,1158.988192,170.166636
Zimbabwe,ZWE,ZW2015DHS,2015,25,29,0.100544047,0.082189111,0.122451218,1031.351445,115.287744
Zimbabwe,ZWE,ZW2015DHS,2015,30,34,0.114681805,0.093212192,0.140331239,991.250473,128.403996
Zimbabwe,ZWE,ZW2015DHS,2015,35,39,0.118218928,0.094750492,0.146559094,806.425691,108.116157
Zimbabwe,ZWE,ZW2015DHS,2015,40,44,0.093789484,0.071693874,0.121801333,730.440544,75.597932
Zimbabwe,ZWE,ZW2015DHS,2015,45,49,0.11879611,0.09234981,0.151551314,520.505329,70.169922
Zimbabwe,ZWE,ZW2015DHS,2015,50,54,0.143465334,0.108626491,0.187132,303.344857,50.808768
Zimbabwe,ZWE,ZW2016PHIA,2016,15,19,0.257,,,1569.216,542.784
Zimbabwe,ZWE,ZW2016PHIA,2016,20,24,0.195,,,1105.265,267.735
Zimbabwe,ZWE,ZW2016PHIA,2016,25,29,0.16,,,904.68,172.32
Zimbabwe,ZWE,ZW2016PHIA,2016,30,34,0.111,,,956.564,119.436
Zimbabwe,ZWE,ZW2016PHIA,2016,35,39,0.125,,,825.125,117.875
Zimbabwe,ZWE,ZW2016PHIA,2016,40,44,0.135,,,718.815,112.185
Zimbabwe,ZWE,ZW2016PHIA,2016,45,49,0.146,,,519.232,88.768
Zimbabwe,ZWE,ZW2016PHIA,2016,50,54,0.153956835,,,1058.4,192.6
